datetime,portfolio_value,cash,return
2020-01-02 09:30:00-05:00,100000.0,100000.0,
2020-01-03 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-04 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-06 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-07 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-08 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-09 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-10 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-11 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-13 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-14 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-15 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-16 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-17 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-18 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-21 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-22 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-23 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-24 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-25 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-27 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-28 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-29 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-30 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-31 09:30:00-05:00,100000.0,100000.0,0.0
2020-02-01 09:30:00-05:00,100000.0,100000.0,0.0
2020-02-03 09:30:00-05:00,100000.0,100000.0,0.0
2020-02-04 09:30:00-05:00,99268.39981079102,150119.25094604492,-0.007316001892089807
2020-02-05 09:30:00-05:00,99268.39981079102,99268.39981079102,0.0
2020-02-06 09:30:00-05:00,99268.39981079102,99268.39981079102,0.0
2020-02-07 09:30:00-05:00,99268.39981079102,99268.39981079102,0.0
2020-02-08 09:30:00-05:00,99268.39981079102,99268.39981079102,0.0
2020-02-10 09:30:00-05:00,99268.39981079102,99268.39981079102,0.0
2020-02-11 09:30:00-05:00,98528.90090942383,148952.90145874023,-0.007449489492897032
2020-02-12 09:30:00-05:00,98528.90090942383,98528.90090942383,0.0
2020-02-13 09:30:00-05:00,98528.90090942383,98528.90090942383,0.0
2020-02-14 09:30:00-05:00,98286.34732055664,147900.31875610352,-0.00246175068054566
2020-02-15 09:30:00-05:00,98286.34732055664,98286.34732055664,0.0
2020-02-18 09:30:00-05:00,98286.34732055664,98286.34732055664,0.0
2020-02-19 09:30:00-05:00,98286.34732055664,98286.34732055664,0.0
2020-02-20 09:30:00-05:00,98286.34732055664,98286.34732055664,0.0
2020-02-21 09:30:00-05:00,98286.34732055664,98286.34732055664,0.0
2020-02-22 09:30:00-05:00,98286.34732055664,98286.34732055664,0.0
2020-02-24 09:30:00-05:00,98286.34732055664,98286.34732055664,0.0
2020-02-25 09:30:00-05:00,98286.34732055664,98286.34732055664,0.0
2020-02-26 09:30:00-05:00,98286.34732055664,98286.34732055664,0.0
2020-02-27 09:30:00-05:00,98286.34732055664,98286.34732055664,0.0
2020-02-28 09:30:00-05:00,98286.34732055664,98286.34732055664,0.0
2020-02-29 09:30:00-05:00,98286.34732055664,98286.34732055664,0.0
2020-03-02 09:30:00-05:00,98286.34732055664,98286.34732055664,0.0
2020-03-03 09:30:00-05:00,98286.34732055664,98286.34732055664,0.0
2020-03-04 09:30:00-05:00,98286.34732055664,98286.34732055664,0.0
2020-03-05 09:30:00-05:00,98286.34732055664,98286.34732055664,0.0
2020-03-06 09:30:00-05:00,98286.34732055664,98286.34732055664,0.0
2020-03-07 09:30:00-05:00,98286.34732055664,147535.54629516602,0.0
2020-03-09 09:30:00-04:00,98286.34732055664,98286.34732055664,0.0
2020-03-10 09:30:00-04:00,98967.96774291992,147529.06985473633,0.00693504683962054
2020-03-11 09:30:00-04:00,98967.96774291992,98967.96774291992,0.0
