datetime,portfolio_value,cash,return
2024-01-02 09:30:00-05:00,100000.0,100000.0,
2024-01-03 09:30:00-05:00,100000.0,100000.0,0.0
2024-01-04 09:30:00-05:00,100000.0,100000.0,0.0
2024-01-05 09:30:00-05:00,100000.0,100000.0,0.0
2024-01-06 09:30:00-05:00,100000.0,100000.0,0.0
2024-01-08 09:30:00-05:00,100000.0,100000.0,0.0
2024-01-09 09:30:00-05:00,99631.91973876953,150122.0092163086,-0.0036808026123046345
2024-01-10 09:30:00-05:00,99631.91973876953,99631.91973876953,0.0
2024-01-11 09:30:00-05:00,99631.91973876953,99631.91973876953,0.0
2024-01-12 09:30:00-05:00,99631.91973876953,99631.91973876953,0.0
2024-01-13 09:30:00-05:00,99631.91973876953,99631.91973876953,0.0
2024-01-16 09:30:00-05:00,99631.91973876953,99631.91973876953,0.0
2024-01-17 09:30:00-05:00,99631.91973876953,99631.91973876953,0.0
2024-01-18 09:30:00-05:00,99399.77947998047,149644.84051513672,-0.0023299787798701788
2024-01-19 09:30:00-05:00,99399.77947998047,99399.77947998047,0.0
2024-01-20 09:30:00-05:00,99399.77947998047,99399.77947998047,0.0
2024-01-22 09:30:00-05:00,99399.77947998047,99399.77947998047,0.0
2024-01-23 09:30:00-05:00,99399.77947998047,99399.77947998047,0.0
2024-01-24 09:30:00-05:00,99399.77947998047,99399.77947998047,0.0
2024-01-25 09:30:00-05:00,99399.77947998047,99399.77947998047,0.0
2024-01-26 09:30:00-05:00,99399.77947998047,99399.77947998047,0.0
2024-01-27 09:30:00-05:00,99399.77947998047,99399.77947998047,0.0
2024-01-29 09:30:00-05:00,99399.77947998047,99399.77947998047,0.0
2024-01-30 09:30:00-05:00,99399.77947998047,99399.77947998047,0.0
2024-01-31 09:30:00-05:00,99399.77947998047,99399.77947998047,0.0
2024-02-01 09:30:00-05:00,99399.77947998047,99399.77947998047,0.0
2024-02-02 09:30:00-05:00,99399.77947998047,99399.77947998047,0.0
2024-02-03 09:30:00-05:00,99399.77947998047,99399.77947998047,0.0
2024-02-05 09:30:00-05:00,99399.77947998047,99399.77947998047,0.0
2024-02-06 09:30:00-05:00,99399.77947998047,99399.77947998047,0.0
2024-02-07 09:30:00-05:00,99399.77947998047,99399.77947998047,0.0
2024-02-08 09:30:00-05:00,99399.77947998047,99399.77947998047,0.0
2024-02-09 09:30:00-05:00,99399.77947998047,99399.77947998047,0.0
2024-02-10 09:30:00-05:00,99399.77947998047,99399.77947998047,0.0
2024-02-12 09:30:00-05:00,99399.77947998047,99399.77947998047,0.0
2024-02-13 09:30:00-05:00,98742.41802978516,49783.948150634766,-0.006613308939258822
2024-02-14 09:30:00-05:00,98966.15899658203,49783.948150634766,0.0022659052842861627
2024-02-15 09:30:00-05:00,99213.65899658203,49783.948150634766,0.0025008548630096605
2024-02-16 09:30:00-05:00,99452.24935913086,49783.948150634766,0.0024048136613634696
2024-02-17 09:30:00-05:00,99452.24935913086,49783.948150634766,0.0
2024-02-20 09:30:00-05:00,99058.22827148438,49783.948150634766,-0.003961912276349233
2024-02-21 09:30:00-05:00,98830.52947998047,49783.948150634766,-0.002298635817308048
2024-02-22 09:30:00-05:00,99680.93911743164,49783.948150634766,0.008604726109693095
2024-02-23 09:30:00-05:00,100201.67706298828,49783.948150634766,0.0052240473471378834
2024-02-24 09:30:00-05:00,100201.67706298828,49783.948150634766,0.0
2024-02-26 09:30:00-05:00,100105.64694213867,49783.948150634766,-0.0009583683992558933
2024-02-27 09:30:00-05:00,99947.24935913086,49783.948150634766,-0.0015823041741028776
2024-02-28 09:30:00-05:00,99811.61682128906,49783.948150634766,-0.0013570412263617104
2024-02-29 09:30:00-05:00,100082.87887573242,49783.948150634766,0.0027177403100187014
2024-03-01 09:30:00-05:00,100172.96923828125,49783.948150634766,0.0009001575850020593
2024-03-02 09:30:00-05:00,100172.96923828125,49783.948150634766,0.0
2024-03-04 09:30:00-05:00,100474.92105102539,49783.948150634766,0.0030143043082400123
2024-03-05 09:30:00-05:00,100209.99526977539,24694.47671508789,-0.002636735401020718
2024-03-06 09:30:00-05:00,100255.87490844727,24694.47671508789,0.0004578349549699823
2024-03-07 09:30:00-05:00,100639.19888305664,24694.47671508789,0.003823456480325227
2024-03-08 09:30:00-05:00,100982.55996704102,24694.47671508789,0.0034118026355054454
2024-03-09 09:30:00-05:00,100982.55996704102,24694.47671508789,0.0
2024-03-11 09:30:00-04:00,100685.07852172852,24694.47671508789,-0.002945869518554467
2024-03-12 09:30:00-04:00,101226.75454711914,24694.47671508789,0.005379903689241683
2024-03-13 09:30:00-04:00,101206.03237915039,24694.47671508789,-0.00020471038572222877
2024-03-14 09:30:00-04:00,100205.55545043945,24694.47671508789,-0.009885546396709133
2024-03-15 09:30:00-04:00,100205.55545043945,24694.47671508789,0.0
2024-03-16 09:30:00-04:00,100205.55545043945,24694.47671508789,0.0
2024-03-18 09:30:00-04:00,100492.68032836914,24694.47671508789,0.0028653588779485872
2024-03-19 09:30:00-04:00,101028.43960571289,24694.47671508789,0.005331326377136181
2024-03-20 09:30:00-04:00,102156.19888305664,24694.47671508789,0.011162790217735585
2024-03-21 09:30:00-04:00,101966.75454711914,24694.47671508789,-0.0018544575660490725
2024-03-22 09:30:00-04:00,101966.75454711914,24694.47671508789,0.0
2024-03-23 09:30:00-04:00,101966.75454711914,24694.47671508789,0.0
2024-03-25 09:30:00-04:00,101836.51382446289,24694.47671508789,-0.00127728614326017
2024-03-26 09:30:00-04:00,101907.55996704102,24694.47671508789,0.0006976490053516304
2024-03-27 09:30:00-04:00,102129.55996704102,24694.47671508789,0.002178444857984907
2024-03-28 09:30:00-04:00,102129.55996704102,24694.47671508789,0.0
2024-03-29 09:30:00-04:00,102129.55996704102,24694.47671508789,0.0
2024-04-01 09:30:00-04:00,101393.99526977539,24694.47671508789,-0.0072022703074702266
2024-04-02 09:30:00-04:00,101317.03237915039,24694.47671508789,-0.0007590478156050962
2024-04-03 09:30:00-04:00,102175.43960571289,24694.47671508789,0.008472486870224838
2024-04-04 09:30:00-04:00,100834.55996704102,24694.47671508789,-0.013123306773586974
2024-04-05 09:30:00-04:00,100834.55996704102,24694.47671508789,0.0
2024-04-06 09:30:00-04:00,100834.55996704102,24694.47671508789,0.0
2024-04-08 09:30:00-04:00,101728.47671508789,24694.47671508789,0.0088651822186665
2024-04-09 09:30:00-04:00,100689.51382446289,24694.47671508789,-0.010213097887377565
2024-04-10 09:30:00-04:00,101015.11563110352,24694.47671508789,0.003233721112292365
2024-04-11 09:30:00-04:00,100821.23599243164,24694.47671508789,-0.0019193131390345952
2024-04-12 09:30:00-04:00,100821.23599243164,113166.11587524414,0.0
2024-04-13 09:30:00-04:00,100821.23599243164,100821.23599243164,0.0
2024-04-15 09:30:00-04:00,100821.23599243164,100821.23599243164,0.0
2024-04-16 09:30:00-04:00,100821.23599243164,100821.23599243164,0.0
2024-04-17 09:30:00-04:00,100821.23599243164,100821.23599243164,0.0
2024-04-18 09:30:00-04:00,100821.23599243164,100821.23599243164,0.0
2024-04-19 09:30:00-04:00,100821.23599243164,100821.23599243164,0.0
2024-04-20 09:30:00-04:00,100821.23599243164,100821.23599243164,0.0
2024-04-22 09:30:00-04:00,100821.23599243164,100821.23599243164,0.0
2024-04-23 09:30:00-04:00,100821.23599243164,100821.23599243164,0.0
2024-04-24 09:30:00-04:00,100821.23599243164,100821.23599243164,0.0
2024-04-25 09:30:00-04:00,100821.23599243164,100821.23599243164,0.0
2024-04-26 09:30:00-04:00,100821.23599243164,100821.23599243164,0.0
2024-04-27 09:30:00-04:00,100821.23599243164,100821.23599243164,0.0
2024-04-29 09:30:00-04:00,100821.23599243164,100821.23599243164,0.0
2024-04-30 09:30:00-04:00,100821.23599243164,100821.23599243164,0.0
2024-05-01 09:30:00-04:00,100821.23599243164,100821.23599243164,0.0
2024-05-02 09:30:00-04:00,100821.23599243164,100821.23599243164,0.0
2024-05-03 09:30:00-04:00,100821.23599243164,100821.23599243164,0.0
2024-05-04 09:30:00-04:00,100821.23599243164,100821.23599243164,0.0
2024-05-06 09:30:00-04:00,100821.23599243164,100821.23599243164,0.0
2024-05-07 09:30:00-04:00,100821.23599243164,100821.23599243164,0.0
2024-05-08 09:30:00-04:00,100821.23599243164,100821.23599243164,0.0
2024-05-09 09:30:00-04:00,100821.23599243164,100821.23599243164,0.0
2024-05-10 09:30:00-04:00,100821.23599243164,100821.23599243164,0.0
2024-05-11 09:30:00-04:00,100821.23599243164,100821.23599243164,0.0
2024-05-13 09:30:00-04:00,100821.23599243164,100821.23599243164,0.0
2024-05-14 09:30:00-04:00,100821.23599243164,100821.23599243164,0.0
2024-05-15 09:30:00-04:00,100821.23599243164,100821.23599243164,0.0
2024-05-16 09:30:00-04:00,100821.23599243164,100821.23599243164,0.0
2024-05-17 09:30:00-04:00,100821.23599243164,100821.23599243164,0.0
2024-05-18 09:30:00-04:00,100821.23599243164,100821.23599243164,0.0
